,Book_ID,Judul,No. ISBN,Penulis,Penerbit,Tanggal terbit,Kategori,Description,img_small_link,img_large_link
930,931,Misteri Jodoh,9786027130739,"Sulfiza Ariska, dkk.",Pustaka Pesantren,2014,Islam,"Buku Misteri Jodoh yang masuk dalam kategori buku Sastra Saya di tulis Sulfiza Ariska, dkk. bangga dan menyambut gembira atas terbitnya antologi cerpen berjudul Misteri Jodoh ini. Kegembiraan saya berlatar pada kenyataan bahwa secara umum minat kaum muda terhadap kesusastraan masih rendah Karya sastra tak terkecuali cerita pendek adalah sebuah karya rekaan yang menawarkan nilai-nilai keadaban yang disublimkan dalam bentuk cerita. Karya sastra mengisi jiwa pembaca dengan nilai-nilai keadaban seperti kepekaan sosial, penghargaan terhadap sesama, kesadaran bermasyarakat atau hubungan yang adil dan persaudaraan antarsesama. Dengan demikian, karya sastra menjadi salah satu sumber pembentukan karakter manusia. Sedangkan bagi penulisnya, sebuah karya sastra merupakan bukti upaya sang penulis untuk menumpahkan gagasan dan perasaannya ke dalam bentuk teks (Ahmad Tohari, Budayawan)",https://www.bukukita.com/babacms/displaybuku/87062.jpg,https://www.bukukita.com/babacms/displaybuku/87062_f.jpg
931,932,66 Hadis Pilihan Penggugah Jiwa Menjadi Muslim Unggul Dan Produktif,9786232441507,A.R. Shohibul Ulum,Anak Hebat Indonesia,Maret - 2020,Islam,"Apakah Anda tidak malu, apabiala usia semakin bertambah, tetapi amal kalian tidak ikut bertambah? Apalagi, Anda seringkali dirundung rasa malas dalam menjalani aktivitas sehari-hari. Paling parahnya lagi, saat pekerjaan sedang menumpuk, tiba-tiba rasa malas menjangkiti Anda. Lantas, setelah mendekati waktu tenggat, Anda pun baru sadar tugas semakin menumpuk, sedangkan waktu semakin sempit. Anda pasti kerap luba bahwa saat sehat, Anda malas bersyukur; saat memiliki waktu luang, Anda pun malas memanfaatkannya.Apabila Anda seringkali lalai dalam memanfaatkan sehat dan waktu-terutama dalam ibadah-Anda di dunia ini, lantas bekal apa yang akan kau bawa ke akhirat nanti? Maka dari itu, renungkanlah sebentar apa yang telah Anda perbuat sampai detik ini dengan membaca buku ini, apakah Anda untung atau malah merugi?Sebab, buku ini menyajikan perengungan bagi pembaca sekalian dalam menjalani hidup. Buku ini menjabarkan 66 hadis pilihan sebagai nasihat, peringatan, serta tuntunan dari Nabi Muhammad SAW agar Anda senantiasa menjadi Muslim unggul serta memanfaatkan hidup ini untuk bermanfaat dan produktif bagi kehidupan di dunia. Sehingga, Anda memiliki bekal untuk alam akhirat kelak. Aamiin.Selamat membaca!Kun Kariman!",https://www.bukukita.com/babacms/displaybuku/115530.jpg,https://www.bukukita.com/babacms/displaybuku/115530_f.jpg
932,933,Gara-Gara Hoax,9786024950309,"Safina Zahra Ayesha, Hanna Qurrota Aini, Al Fatikhatu Syahadah, Najwa Futhana Ramadhani, Dahayu Erin",Indiva Media Kreasi,November - 2020,Cerita Anak,"Malam itu, Dhila mengecek notifikasi Whatsapp-nya. Ada sebuah pesan dari nomor tak dikenal. Ia membaca pesan yang agak panjang itu sampai habis. Di bagian akhir pesan tertulis.Kirimkanpesan inike 15 kontak dan 5 grupmu dan kamu akan mendapat surprise besar di depan pintu rumahmu 2 jam kemudian.Gara-gara pesan itu, Dhila jadi galau. Apakah baiknya disebar atau dibiarkan? Wah, jadi penasaran, apa ya isinya? Apakah benar atau jangan-jangan hanya berita bohong belaka? Cari tahu di buku ini. SelainGara-Gara Hoax, ada juga tujuh cerpen superkerenPemenang Lomba PECI 2018.Happy reading, happy learning",https://www.bukukita.com/babacms/displaybuku/117023.jpg,https://www.bukukita.com/babacms/displaybuku/117023_f.jpg
933,934,Ayahku Sahabatku,9786026334336,M. Zaidan Al-Ghozi Fillah,Indiva Media Kreasi,November - 2020,Sastra,"Hai, namaku Utsman. Aku punya Ayah yang hebat lho. Ayahku seperti seorang sahabat. Ke mana pun aku pergi, Ayah selalu menemani. Jika aku kesulitan mengerjakan PR, Ayah selalu siap membantuku. Namun, tidak sejak tiga hari yang lalu, Ayah pergi. Benar-benar kurang seru dan menyedihkan kalau tidak ada Ayah.Hmm, ayahnya Utsman pergi ke mana, ya? Apa kalian juga penasaran?Ayo, segera temukan jawabannya di novel anak yang berjudulAyahku Sahabatku.Novel ini karangan Zaidan yang masih berumur 8 tahun lho. Kamu juga akan menemukan pesan-pesan tauhid di dalamnya. Selamat membaca.",https://www.bukukita.com/babacms/displaybuku/117018.jpg,https://www.bukukita.com/babacms/displaybuku/117018_f.jpg
934,935,Yang Penting Kerja Dulu Bos,9786021957660,Prabu Ganendra,Diandra Primamitra,Mei - 2014,Kiat Sukses,"Buku ini menantang Anda untuk Sukses berbisnis dalam bidang apapun, memulainya hanya bermodalkan kerja keras, sedikit bicara.Dia tidak lulus sekolah dasar . Sebelum menjadi motivator, tahun 1985, ia mengembangkan bisnisnya kartu ucapan ( Harvest ) dari nol. Satu musin bisa mencapai 10 juta lembar. Kesuksesan besarnya hanya bermodalkan kemahiran menyusun kata-kata ( Andrie Wongso, Motivator no.1 Indonesia )",https://www.bukukita.com/babacms/displaybuku/75471.jpg,https://www.bukukita.com/babacms/displaybuku/75471_f.jpg
935,936,Syukurilah Hidup Rayakanlah Cinta,9786026334206,Fatim Zam,Indiva Media Kreasi,November - 2020,Motivasi,"Apa kau pernah merasa hidupmu membosankan?Apa kau pernah merasa Tuhan terlalu mengujimu habis-habisan?Apa kau pernah merasa jatuh-sejatuhnya?Lantas, pernahkah kau berpikir, Apa yang salah dengan diriku?Kau pun mulai berbenah dan evaluasi diri.Kemudian muncul tekad, Aku harus berubah!Hingga pada ada akhirnya, akan kau sadari bahwa yang bisa membuat dirimu bangkit hanyalah dirimu sendiri. Dengan cara sederhana: SYUKURILAH HIDUP, RAYAKANLAH CINTA",https://www.bukukita.com/babacms/displaybuku/117017.jpg,https://www.bukukita.com/babacms/displaybuku/117017_f.jpg
936,937,Matematika Mudah & Asyik TK A-2,9786029237801,Tim HHK,Happy Holy Kids,Juni - 2015,Taman Kanak-Kanak,"Belajar mengenal angka dan berhitung akan menjadi asyik, apabila memakai metode yang menyenangkan. Dalam buku ini anak-anak akan belajar mengenal angka dan berhitung baik penjumlahan atau pengurangan. Dengan menggunakan simbol jari tangan atau gambar-gambar membuat anak lebih mudah mempelajarinya.",https://www.bukukita.com/babacms/displaybuku/85752.jpg,https://www.bukukita.com/babacms/displaybuku/85752_f.jpg
937,938,Berkahnya Anak Yatim & Fakir Miskin : Derita Mereka Derita Kita. Kebahagiaan Mereka Kesuksesan Anda! Islam Disc,9786021361122,"Aik Ikhsan Anshori , Imam Nawawi",Diandra Primamitra,April - 2014,Islam,"Banyak sekali keutamaan menyantuni anak-anak yatim dan mengasihi para fakir miskin. Seperti yang kita ketahui, kedudukan anak-anak yatim dan para fakir miskin seringkali disebut secara bersamaan di dalam al - Quran maupun didalam Hadist. Kedua golongan tersebut tidak boleh kita sepelekan begitu saja, sayangi dan kasihilah mereka layaknya saudara kita sendiri. Jangan merasa enggan atau berat untuk mendermakan atau menyedekahkan sebagai harta kita untuk mereka. Bentuk dari kedermawaan juga bisa kita wujudkan dengan melindungi mereka, serta berbuat baik kepada mereka.Buku ini memberi penjelasan kepada kita tentang pentingnya menyantuni anak-anak yatim dan fakir miskin. Yakinlah bahwa menyantuni anak-anak yatim dan fakir miskin. yakinlah bahwa menyantuni anak anak yatim dan mengasihi fakir miskin secara ikhlas pasti akan membawa keberkahan bagi kita.",https://www.bukukita.com/babacms/displaybuku/75475.jpg,https://www.bukukita.com/babacms/displaybuku/75475_f.jpg
938,939,Zikir Penyejuk Jiwa,9786237163282,Muhamad Basyrul Muvid,Alifia Books,Juni - 2020,Islam,"praktik tasawuf (tarekat). Al-Quran dan hadis sendiri banyak menyebut zikir, dorongan untuk melakukannya, dan keutamaan serta manfaat yang terkandung di dalamnya. Tak ayal tokoh-tokoh sufi dan tarekat memiliki zikir-zlklr tertentu yang di-dawnm-kan danmenjadi pedoman para murid dan salik sekaligus menjadi ciri khasnya. Buku ini secara lugas memaparkan zikir menurut tasawuf merujuk pada para tokoh besar sufi, seperti al-Muhasibl, Hakim at-Tirmidzi, ath-Thusi, al-Kalabadzl, al-Makki, al-Qusyairi, al-Jilani, as-Suhrawardi, Ibnu 'Athaillah, al-Chazali, Syaikh 'Ajibah, Ibnu Qayyim, Ibnu Rajab,hingga Abu al-A'la. Selain mengungkap rahasia dan hakikat zikir dalam pandangan mereka, buku ini juga mengungkap tingkatan dan fungsi zikir sebagai pembentuk akhlak mulia. Dilengkapi dengan doa-doa khusus sejumlah tokoh besar sufi, buku ini menegaskan bahwa zikir tak semata-mata aktivitas mengingatAllah yang menenteramkan hati, tetapi juga sarana untuk mengubah perilaku kita menjadi pribadi yang berakhlak mulia, berkualitas secara spiritual dan sosial.""Hai orang-orang yang beriman, berzikirlah (dengan menyebut nama) Allah, zikir yang sebanyak-banyaknya.""QS al-Ahzab [33]: 41""Dan laki-laki dan perempuan yang banyak menyebut (nama) Allah, Allah telah menyediakan untuk mereka ampunan dan pahala yang besar.""-QS al-Ahzab [33]: 35",https://www.bukukita.com/babacms/displaybuku/115987.jpg,https://www.bukukita.com/babacms/displaybuku/115987_f.jpg
939,940,The Girl Of My Clan,9786021401613,Ayaleka Genoviera,Diandra Primamitra,November - 2013,Science Fiction,view The Girl Of My Clan,https://www.bukukita.com/babacms/displaybuku/70095.jpg,https://www.bukukita.com/babacms/displaybuku/70095_f.jpg
940,941,Sayap-Sayap Sakinah,9786021614228,"Afifah Afra, Riawani Elyta",Indiva Media Kreasi,November - 2020,Motivasi,"Langit adalah laki-laki, dan bumi adalah wanitaBumi memupuk apa yang telah dijatuhkan oleh langitApabila bumi kekurangan panas, maka langit mengirimkannyaApabila ia kekurangan kesegaran dan embun, langit memperbaharuinya(Petikan Puisi Jalaluddin Rumi)Salah satu misteri terbesar dalam kehidupan ini adalah jodoh dan perjodohan. Nikah dan pernikahan. Kisah-kisah sejati yang menakjubkan seputar perjodohan, tergores begitu giras, tercetak begitu rancak, terlukis begitu manis. Masing-masing Bani Adam memiliki cerita sendiri. Dan biasanya, cerita-cerita itu terbingkai dalam sebuah keistimewaan yang mengesankan. Bagaimana dengan Anda? Pasti Anda memiliki kisah sendiri.Dan, ibarat sebuah rajutan, jodoh dan nikah tentunya membutuhkan seperangkat peralatan dan bahan. Ilmu, pengalaman, berbagai persiapan, perlu digali sedalam-dalamnya. Terlebih, rajutan kehidupan pra dan pascapernikahan, tak selalu berupa sulaman indah. Ada kalanya membutuhkan perjuangan yang luar biasa.Pernikahan bukan sekadar episode penyambung prosesi walimah, melainkan sebuah ibadah, yang mampu menggenapkan separuh dien sepasang muslim dan muslimah. Dan, inilah buku yang akan menuturkan proses menggapai sakinah, mawaddah dan rahmah.Buku ini terbagi atas dua fase: pra  pernikahan dan setelah menjalani pernikahan.Pada bagian pra-pernikahan, pembaca akan diajak menelusuri persiapan sebelum memasuki gerbang pernikahan, mulai dari pencarian jodoh, pertimbangan penting sebelum menikah, hingga merencanakan walimah.Pada bagian menjalani pernikahan pula, buku ini akan mengupas pernak-pernik berumah tangga dan solusinya, diantaranya tentang menghadapi tahun-tahun awal pernikahan, penyesuaian dengan pasangan, cinta dalam pernikahan, juga beberapa topik sensitif, seperti poligami dan tak kunjung berjodoh.Dituturkan dalam bahasa yang ringan mengalir, buku ini akan menjadi sahabat anda yang hendak dan telah menikah. Bersama meraih hikmah, untuk menggapai pernikahan yang sakinah dan barokah. Sangat cocok untuk Anda yang hendak, sedang, atau telah menikah. Ditulis dengan gaya bercerita yang khas, membuat Anda tak harus mengerutkan jidat saat mencoba memahami manik-manik hikmahnya. Selamat membaca!",https://www.bukukita.com/babacms/displaybuku/117007.jpg,https://www.bukukita.com/babacms/displaybuku/117007_f.jpg
941,942,SD/Mi Kl 4 Buku Ajaib Sukses Ulangan Harian Raih Nilai 100 Kur 2013,9786021380048,Ahmad Rois,Dunia Cerdas,Oktober - 2014,Sekolah Dasar,"Ulangan harian dilaksanakan guna mengukur kemampuan siswa dalam menyerap dan menguasai setiap materi pelajaran yang diajarkan di kelas. Grafik prestasi pada masing-masing siswa dapat terdeteksi dan terbaca dari dilaksanakannya ulangan harian.Bahkan hasil nilai ulangan harian adalah sebagai faktor utama penentu naik tidaknya siswa ke kelas selanjutnya. Demi keberhasilan dan tercapainya prestasi yang maks'mal, maka kami hadirkan BUKU AJAIB SUKSES ULANGAN HARIAN RAIH NILAI 100 SD/MI kelas 4 bagi semua siswa di Indonesia. Berisikan latihan materi soal yang telah terstandarisasi dan sesuai dengan Kurikulum 2013. Disusun dengan tingkat kesulitan yang beragam serta dilengkapi dengan kunci jawaban yang tepat sehingga memudahkan masing-masing siswa mengasah kemampuan dan membiasakan belajar sendiri di rumah sebelum benar-benar menempuh ulangan harian di kelas.Buku ini sangat dianjurkan untuk dijadikan referensi dan pegangan wajib bagi para siswa dan juga para guru sebagai acuan praktis yang tepat sasaran dalam menghadapi ulangan harian, ujian tengah semester dan ujian semester, sehingga diharapkan semua siswa dapat melalui setiap ujian mata pelajaran dengan hasil nilai yang memuaskan.",https://www.bukukita.com/babacms/displaybuku/78835.jpg,https://www.bukukita.com/babacms/displaybuku/78835_f.jpg
942,943,Pagar Hati : Penguatan dan Implementasi Pendidikan Karakter Akhlak Mulia,9786029247275,Akhmad Supriyatna,Al Mawardi,Oktober - 2013,Motivasi,"Jangan Mengeluh atas beratnya persoalan di sekolah.Syukurilah. Karena setiap persoalan adalah benih kreativitas.Buku ini mengupas pengalaman menghadapi aneka persoalan dengan gagasan yang segar dan memberi harapan.Ilahi menciptakan manusia dengan kemampuan beraneka rupa. Tidak ada yang sama. Setiap manusia terlahir sebagai juara di bidangnya. Sekolahlah yang mengembangkan potensi diri tersebut menjadi keunggulan individu. Bukan malah mengelompokkan menjadi pandai bodoh, berbakat-tidak berbakat, cerdas-tidak cerdas, bahkan memilih anak yang memenuhi syarat untuk dididik dan mana yang tidak.Keberhasilan pendidikan tidak terletak pada lengkapnya fasili- tas, melainkan pada kesiapan diri untuk belajar. Suasana serba lengkap dan nyaman, justru membuat anak lemah dan tidak siap menghadapi perubahan zaman. Justru tantangan hidup berupa persoalan-persoalan dan keterbatasan-keterbatasan adalah situasi belajar yang paling efektif.Buku ini mengungkap berbagai perubahan detil dan teknis di sekolah yang didasarkan atas perbedaan cara pandang terhadap pendidikan yang sangat mendasar. Gagasannya cukup kreatif dan berani.",https://www.bukukita.com/babacms/displaybuku/69260.jpg,https://www.bukukita.com/babacms/displaybuku/69260_f.jpg
943,944,#Remedi Jiwa,9786232441699,Karin,Psikologi Corner,September - 2020,Pengembangan Diri,"""Gunakan senyuman untuk mengubah dunia, tetapijangan biarkan dunia mengubah senyummu.""Musibah adalah salah satu karunia Tuhan, meskipun katamusibah terdengar sakit, dengan adanya musibah kita akan lebihmerasa bersyukur. Bahkan, mungkin kita harus merasakankegagalan, supaya memahami makna keberhasilan. Ketika, semuausaha dan doa sudah kita lakukan, namun tiada hasil, makaserahkan semuanya kepada Tuhan. Buku ini mewakili nasihat-nasihat yang diperlukan untuk memotivasi diri dalam menghadapiujian. Kisah-kisah inspiratif yang disajikan dalam konten buku inimerupakan refleksi diri bagi pembaca untuk menghadapi lika-likuhidup.",https://www.bukukita.com/babacms/displaybuku/116700.jpg,https://www.bukukita.com/babacms/displaybuku/116700_f.jpg
944,945,Perekayasaan Kurikulum Pendidikan Dasar dan Menengah,9795472321,"Drs. Hermana SOmantrie, MA.",Angkasa,1993,Pendidikan & Pengajar,BERDASARKAN UNDANG-UNDANG NOMOR 2 TAHUN 1989 TENTANG SISTEM PENDIDIKAN NASIONAL (Pengembangan dan Penilaian),https://www.bukukita.com/babacms/displaybuku/58794.jpg,https://www.bukukita.com/babacms/displaybuku/58794_f.jpg
945,946,BACKPACKING : Thailand-Malaysia-Singapura di Bawah 2 Juta,9786025469640,Ikhsan Bani,Anak Hebat Indonesia,Januari - 2018,Pariwisata,"Bagi yang belum pernah backpacking, luar negeri selalu terasa asing dan menakutkan. Tapi kalau tidak mencoba maaka tidak akan pernah tahu apakah memang benar menakutkan atau itu semua hanyalah dalam imanjinasi kita. Cobalah sesekali melihat ke luar dan cobalah Ngeara Asia Tenggara terdekat dari Indonesia.Negara mana saja itu? Malaysia? Singapura? Atau Thailand? Ah, kalau satu seperti itu kurang. Bagaimana kalau ketiganya sekaligus? Sebagai seorang backpacker, rasanya akan kurang lengkap kalau kamu hanya menjejakkan kaki di satu negara, apalagi ada negara yang berdekatan dengan akses transportasi yang bisa dibilang cukup mudah dengan harga terjangkau.",https://www.bukukita.com/babacms/displaybuku/105440.jpg,https://www.bukukita.com/babacms/displaybuku/105440_f.jpg
946,947,Everything Is Alright - Sekuntum Mawar Untuk Negeri,9786027572171,DR. Sri Damayanty Manullang,Stiletto Book,Oktober - 2013,Menulis,view Everything Is Alright - Sekuntum Mawar Untuk Negeri,https://www.bukukita.com/babacms/displaybuku/69035.jpg,https://www.bukukita.com/babacms/displaybuku/69035_f.jpg
947,948,Gue After Die: Pantaskan Diri Sebelum Mati,9786026673626,Yovi Kurniawan,Anak Hebat Indonesia,Februari - 2018,Islam,"Kamu bakalan ngerti bagaimana perjalanan ruh seseorang yang telah meninggal dunia dan tentunya sesuai dengan AL-Quran dan hadits-hadits shahih dari Rasulullah shallallahu alaihi wa sallam. So pasti, informasi dari beliau ini adalah sesuatu yang benar adanya. Kita juga bakalan tahu beberapa dosa yang bisa menyebabkan diri kita bisa disiksa di alam kubur (barzakh) dan jenis-jenis siksaannya, diantaranya karena syirik, suka bohong, zina, melalaikan Al-Quran dan shalat serta dosa-dosa lainnya yang bisa jadi kita pernah melakukannya.Setelah hari kiamat dating, manusia pun akan dibangkitkan dan hanya orang terpilih saja yang akan dilindungi oleh Allah dari segala macam kengerian yang ada di masa itu. Hmmm golongan apa saja mereka? Bisakah kita bisa masuk ke dalamnya? Bagaimana sebenarnya gambaran shirath yang merupakan jembatan yang akan kita lewati demi sampai ke tujuan akhir kita, yaitu surga. Benarkah jembatan itu begitu licin sehingga banyak orang tergelincir darinya?",https://www.bukukita.com/babacms/displaybuku/105374.jpg,https://www.bukukita.com/babacms/displaybuku/105374_f.jpg
